,Entity,Code,Date,Cases,Deaths,Disease,Average Temperature (C),Average Temperature (F),Most Repeated Weather Phrase,Average Wind Speed (mph),Average Wind Speed (kph),Average Wind Degree,Most Repeated Wind Direction,Average Pressure,Average Dew Point,Average Heat Index,Average Visibility,Most Repeated Cloud Cover,Average UV Index
280,India,IND,2020-10-12,0.0,0.0,Covid-19,19.17824074,66.52083333,Fog,2.020833333,3.252207917,276.3636364,CALM,29.14125,54.29166667,66.5625,0.940625,CLR,0.875
281,India,IND,2020-10-13,0.0,0.0,Covid-19,27.52314815,81.54166667,Haze,2.541666667,4.090405833,106.4,CALM,28.888125,64.9375,82.83333333,0.995416667,CLR,1.666666667
282,India,IND,2020-10-14,0.0,0.0,Covid-19,29.14351852,84.45833333,Smoke,1.770833333,2.849872917,167,CALM,28.9375,67.27083333,86.64583333,0.983958333,SCT,1.333333333
283,India,IND,2020-10-15,0.0,0.0,Covid-19,30.34391534,86.61904762,Haze,3.523809524,5.671007619,325.3846154,CALM,28.92714286,52.57142857,85.23809524,1.19047619,CLR,1.047619048
284,India,IND,2020-10-16,0.0,0.0,Covid-19,26.86342593,80.35416667,Haze,1.979166667,3.185152083,295.9090909,CALM,28.95020833,52.47916667,79.20833333,1.216666667,CLR,1.729166667
285,India,IND,2020-10-17,0.0,0.0,Covid-19,25.49768519,77.89583333,Haze,1.9375,3.11809625,290.952381,CALM,28.971875,54.04166667,77,0.996875,CLR,1.6875
286,India,IND,2020-10-18,440745.0,5697.0,Covid-19,28.86243386,83.95238095,Haze,4.523809524,7.280347619,288.2352941,WNW,28.95428571,53.57142857,83.04761905,1.0,CLR,1.047619048
287,India,IND,2020-10-19,0.0,0.0,Covid-19,26.05324074,78.89583333,Haze,4.208333333,6.772639167,297.3529412,NW,28.96166667,53.9375,78.0625,1.259791667,CLR,1.5625
288,India,IND,2020-10-20,0.0,0.0,Covid-19,25.08101852,77.14583333,Haze,2.625,4.2245175,286.0869565,CALM,28.95,50.08333333,75.97916667,1.139583333,CLR,1.645833333
289,India,IND,2020-10-21,0.0,0.0,Covid-19,24.93055556,76.875,Haze,1.604166667,2.581649583,228.9473684,CALM,28.98104167,52.95833333,75.95833333,1.208333333,CLR,1.625
290,India,IND,2020-10-22,0.0,0.0,Covid-19,25.37037037,77.66666667,Haze,1.041666667,1.676395833,179.2307692,CALM,28.946875,54.97916667,77.08333333,0.989583333,BKN,0.958333333
291,India,IND,2020-10-23,0.0,0.0,Covid-19,24.98842593,76.97916667,Haze,1.4375,2.31342625,278.6666667,CALM,28.935,51.29166667,75.97916667,1.009166667,CLR,1.375
292,India,IND,2020-10-24,0.0,0.0,Covid-19,24.0625,75.3125,Haze,2.541666667,4.090405833,275.7142857,CALM,28.9675,50.4375,74.39583333,0.978541667,CLR,1.5625
293,India,IND,2020-10-25,370260.0,4503.0,Covid-19,23.75,74.75,Smoke,1.291666667,2.078730833,223.75,CALM,29.03083333,54.6875,74.22916667,0.945833333,CLR,1.541666667
294,India,IND,2020-10-26,0.0,0.0,Covid-19,24.22453704,75.60416667,Smoke,2.416666667,3.889238333,302.6923077,CALM,29.071875,53.0625,74.9375,0.954583333,CLR,1.0
295,India,IND,2020-10-27,0.0,0.0,Covid-19,23.49537037,74.29166667,Haze,3.9375,6.33677625,278.2857143,W,29.066875,52,73.66666667,1.10625,CLR,1.458333333
296,India,IND,2020-10-28,0.0,0.0,Covid-19,22.39583333,72.3125,Smoke,1.5,2.41401,279.375,CALM,29.0875,50.41666667,71.77083333,0.98125,CLR,1.458333333
297,India,IND,2020-10-29,0.0,0.0,Covid-19,21.73611111,71.125,Smoke,0.5,0.80467,303.3333333,CALM,29.1125,51.64583333,70.625,0.871041667,CLR,1.458333333
298,India,IND,2020-10-30,0.0,0.0,Covid-19,22.91989664,73.25581395,Smoke,3.651162791,5.875962326,283.2258065,CALM,29.1044186,52.06976744,72.62790698,0.881162791,CLR,1.581395349
299,India,IND,2020-10-31,0.0,0.0,Covid-19,21.99763593,71.59574468,Haze,4.425531915,7.122185532,278,CALM,29.10425532,52.31914894,71.25531915,0.875957447,CLR,1.404255319
300,India,IND,2020-11-01,319271.0,3577.0,Covid-19,12.22222222,54,Fog,3.645833333,5.867385417,265,CALM,29.25083333,45.66666667,54,0.883958333,SCT,0.8125
301,India,IND,2020-11-02,0.0,0.0,Covid-19,15.3125,59.5625,Fog,3.104166667,4.995659583,279.6296296,CALM,29.2575,47.97916667,59.5625,0.725416667,CLR,1.270833333
302,India,IND,2020-11-03,0.0,0.0,Covid-19,21.07638889,69.9375,Haze,8.5625,13.77997375,108.9583333,ESE,28.97375,59.02083333,70.20833333,1.291666667,BKN,1.75
303,India,IND,2020-11-04,0.0,0.0,Covid-19,29.43287037,84.97916667,Haze,4.479166667,7.208502083,252.6666667,CALM,29.06416667,50.54166667,83.0625,1.645833333,FEW,2.25
304,India,IND,2020-11-05,0.0,0.0,Covid-19,29.04255319,84.27659574,Haze,6.978723404,11.23113872,113.1111111,E,28.94446809,62.91489362,85.34042553,1.617021277,FEW,2.021276596
305,India,IND,2020-11-06,0.0,0.0,Covid-19,34.60648148,94.29166667,Haze,3.520833333,5.666217917,241.8518519,CALM,28.708125,71.29166667,101.6458333,1.5625,SCT,2.479166667
306,India,IND,2020-11-07,0.0,0.0,Covid-19,31.53935185,88.77083333,Haze,5.958333333,9.588984167,193.4090909,WSW,28.641875,76.64583333,99.97916667,1.895833333,SCT,1.979166667
307,India,IND,2020-11-08,323672.0,4010.0,Covid-19,30.55555556,87,Fog,3.8125,6.13560875,211.1111111,CALM,28.690625,81.04166667,103.4166667,1.0,BKN,1.5625
308,India,IND,2020-11-09,0.0,0.0,Covid-19,31.58564815,88.85416667,Haze,2.604166667,4.190989583,253.6,CALM,28.79208333,73.97916667,96.89583333,1.375,FEW,2.083333333
309,India,IND,2020-11-10,0.0,0.0,Covid-19,27.6984127,81.85714286,Haze,3.673469388,5.911861224,279.3548387,CALM,28.91489796,61.24489796,82.02040816,1.306122449,CLR,1.795918367
310,India,IND,2020-11-11,0.0,0.0,Covid-19,19.26829268,66.68292683,Smoke,1.926829268,3.100923415,83.84615385,CALM,29.22170732,54.17073171,66.53658537,0.920487805,CLR,1.390243902
311,India,IND,2020-11-12,0.0,0.0,Covid-19,18.356974,65.04255319,Fog,2.510638298,4.040470638,143.75,CALM,29.13680851,55.63829787,65.10638298,0.859787234,BKN,0.510638298
312,India,IND,2020-11-13,0.0,0.0,Covid-19,19.94212963,67.89583333,Fog,1.645833333,2.648705417,266.8421053,CALM,29.22,52.5,67.8125,0.806875,CLR,1.145833333
313,India,IND,2020-11-14,0.0,0.0,Covid-19,18.7962963,65.83333333,Smoke,0.979166667,1.575812083,156.4285714,CALM,29.15,53.25,65.79166667,0.651875,CLR,1.104166667
314,India,IND,2020-11-15,306825.0,3514.0,Covid-19,20.625,69.125,Fog,6.8125,10.96362875,112.3404255,E,29.125625,55.47916667,69.08333333,0.777083333,CLR,0.979166667
315,India,IND,2020-11-16,0.0,0.0,Covid-19,20.23148148,68.41666667,Fog,5.25,8.449035,120.5405405,E,29.18,61.14583333,68.41666667,1.258958333,SCT,0.75
316,India,IND,2020-11-17,0.0,0.0,Covid-19,19.46759259,67.04166667,Haze,3.875,6.2361925,279.7142857,W,29.139375,56.3125,67.20833333,1.171875,FEW,1.020833333
317,India,IND,2020-11-18,0.0,0.0,Covid-19,17.87037037,64.16666667,Haze,1.833333333,2.950456667,288.2352941,CALM,29.101875,52.08333333,64.16666667,0.953541667,CLR,1.083333333
318,India,IND,2020-11-19,0.0,0.0,Covid-19,17.36111111,63.25,Haze,1.875,3.0175125,285.2941176,CALM,29.114375,49.08333333,63.25,0.938541667,CLR,1.083333333
319,India,IND,2020-11-20,0.0,0.0,Covid-19,17.17592593,62.91666667,Haze,4.291666667,6.906750833,284.375,CALM,29.156875,47.66666667,62.91666667,0.964791667,CLR,1.041666667
320,India,IND,2020-11-21,0.0,0.0,Covid-19,16.16898148,61.10416667,Haze,6.604166667,10.62834958,272.6829268,W,29.1725,45.20833333,61.10416667,1.003125,CLR,1.020833333
321,India,IND,2020-11-22,281227.0,3592.0,Covid-19,15.38194444,59.6875,Haze,2.8125,4.52626875,286.1904762,CALM,29.188125,42.95833333,59.6875,1.043333333,CLR,1.020833333
322,India,IND,2020-11-23,0.0,0.0,Covid-19,15.32679739,59.58823529,Smoke,0.764705882,1.230671765,293.75,CALM,29.20058824,43.82352941,59.58823529,0.934705882,CLR,0.941176471
323,India,IND,2020-11-24,0.0,0.0,Covid-19,16.67824074,62.02083333,Smoke,1.395833333,2.246370417,149.4736842,CALM,29.18458333,45.35416667,62.02083333,0.937083333,SCT,0.666666667
324,India,IND,2020-11-25,0.0,0.0,Covid-19,17.62731481,63.72916667,Smoke,3.791666667,6.102080833,73.93939394,CALM,29.18958333,48.6875,63.72916667,0.77,BKN,0.5625
325,India,IND,2020-11-26,0.0,0.0,Covid-19,19.37198068,66.86956522,Haze,4.456521739,7.172058696,243.5294118,CALM,29.25152174,52.43478261,66.86956522,1.310434783,BKN,0.47826087
326,India,IND,2020-11-27,0.0,0.0,Covid-19,17.58865248,63.65957447,Haze,5.106382979,8.217906383,275.1162791,W,29.30234043,49.65957447,63.65957447,1.30787234,CLR,0.936170213
327,India,IND,2020-11-28,0.0,0.0,Covid-19,17.59259259,63.66666667,Haze,5.354166667,8.616674583,270.9756098,W,29.27458333,48.625,63.75,1.124583333,CLR,0.979166667
328,India,IND,2020-11-29,297113.0,3469.0,Covid-19,16.31944444,61.375,Haze,1.708333333,2.749289167,287.2222222,CALM,29.23333333,46.41666667,61.375,1.0,CLR,0.958333333
329,India,IND,2020-11-30,0.0,0.0,Covid-19,15.86805556,60.5625,Fog,1.666666667,2.682233333,282.6666667,CALM,29.20604167,46.45833333,60.5625,0.962291667,CLR,0.9375
330,India,IND,2020-12-01,0.0,0.0,Covid-19,13.92361111,57.0625,Fog,2.770833333,4.459212917,259.5652174,CALM,29.1675,47.1875,57.0625,0.738125,FEW,0.895833333
331,India,IND,2020-12-02,0.0,0.0,Covid-19,15.92592593,60.66666667,Fog,6.604166667,10.62834958,267.8571429,W,29.24541667,52.16666667,60.66666667,0.663333333,CLR,1.291666667
332,India,IND,2020-12-03,0.0,0.0,Covid-19,21.62037037,70.91666667,Haze,6.270833333,10.09190292,153.1707317,E,29.03645833,55.3125,70.85416667,1.625,SCT,1.104166667
333,India,IND,2020-12-04,0.0,0.0,Covid-19,29.43262411,84.9787234,Haze,6.872340426,11.05993234,281.9148936,W,29.00787234,52.87234043,83.55319149,1.808510638,FEW,1.85106383
334,India,IND,2020-12-05,0.0,0.0,Covid-19,31.38888889,88.5,Haze,6.25,10.058375,78.95833333,E,28.934375,63.58333333,89.70833333,1.916666667,SCT,1.895833333
335,India,IND,2020-12-06,251303.0,3486.0,Covid-19,35.71759259,96.29166667,Haze,5.875,9.4548725,114.1860465,SE,28.671875,72.20833333,105.5625,1.430208333,SCT,2.375
336,India,IND,2020-12-07,0.0,0.0,Covid-19,30.38194444,86.6875,Haze,6.895833333,11.09774042,217.4468085,WNW,28.68125,74.64583333,96.0625,1.458333333,SCT,1.729166667
337,India,IND,2020-12-08,0.0,0.0,Covid-19,30.81018519,87.45833333,Haze,6.520833333,10.49423792,252.3913043,WSW,28.654375,79.70833333,102.0416667,1.446458333,BKN,2.041666667
338,India,IND,2020-12-09,0.0,0.0,Covid-19,31.77083333,89.1875,Haze,2.541666667,4.090405833,245,CALM,28.86125,74.10416667,97.85416667,1.541666667,FEW,2.020833333
339,India,IND,2020-12-10,0.0,0.0,Covid-19,27.17592593,80.91666667,Haze,2.0625,3.31926375,291.7391304,CALM,28.869375,59.83333333,80.54166667,1.102708333,CLR,1.791666667
340,India,IND,2020-12-11,0.0,0.0,Covid-19,20.52083333,68.9375,Smoke,0.5625,0.90525375,90,CALM,29.25645833,54.54166667,68.8125,0.945,CLR,1.1875
341,India,IND,2020-12-12,0.0,0.0,Covid-19,17.19858156,62.95744681,Fog,4.0,6.43736,203.8235294,CALM,29.14510638,59.21276596,62.95744681,0.564042553,BKN,0.468085106
342,India,IND,2020-12-13,212807.0,2837.0,Covid-19,14.45601852,58.02083333,Fog,5.666666667,9.119593333,294.7727273,NW,29.16625,54.33333333,58.02083333,0.735208333,CLR,0.666666667
343,India,IND,2020-12-14,0.0,0.0,Covid-19,13.51851852,56.33333333,Fog,5.8125,9.35428875,310.2083333,NW,29.19229167,49.16666667,56.33333333,1.1125,CLR,0.833333333
344,India,IND,2020-12-15,0.0,0.0,Covid-19,12.34953704,54.22916667,Fog,4.083333333,6.571471667,304.3243243,NW,29.24770833,47.29166667,54.22916667,0.905625,CLR,0.854166667
345,India,IND,2020-12-16,0.0,0.0,Covid-19,10.85648148,51.54166667,Fog,4.833333333,7.778476667,276.25,W,29.301875,46.77083333,51.54166667,0.725416667,CLR,0.729166667
346,India,IND,2020-12-17,0.0,0.0,Covid-19,8.946759259,48.10416667,Fog,7.854166667,12.64002458,278.5416667,W,29.28166667,44.75,48.10416667,0.79875,CLR,0.75
347,India,IND,2020-12-18,0.0,0.0,Covid-19,11.34259259,52.41666667,Haze,6.104166667,9.823679583,274.1463415,W,29.23333333,38.79166667,52.41666667,1.209166667,CLR,0.833333333
348,India,IND,2020-12-19,0.0,0.0,Covid-19,11.97916667,53.5625,Fog,4.916666667,7.912588333,266.1111111,W,29.25145833,40.29166667,53.5625,0.970416667,CLR,0.833333333
349,India,IND,2020-12-20,174194.0,2458.0,Covid-19,12.97453704,55.35416667,Haze,3.208333333,5.163299167,279.6,CALM,29.26020833,41.79166667,55.35416667,0.905416667,SCT,0.583333333
350,India,IND,2020-12-21,0.0,0.0,Covid-19,13.54166667,56.375,Fog,2.1875,3.52043125,278.9473684,CALM,29.20666667,46.14583333,56.375,0.934375,FEW,0.645833333
351,India,IND,2020-12-22,0.0,0.0,Covid-19,13.37962963,56.08333333,Fog,1.166666667,1.877563333,297.6923077,CALM,29.17104167,45.33333333,56.08333333,0.6875,FEW,0.6875
352,India,IND,2020-12-23,0.0,0.0,Covid-19,13.3912037,56.10416667,Fog,1.479166667,2.380482083,280.7142857,CALM,29.148125,47.0625,56.10416667,0.611458333,CLR,0.8125
353,India,IND,2020-12-24,0.0,0.0,Covid-19,13.18287037,55.72916667,Fog,1.6875,2.71576125,294.7058824,CALM,29.161875,48.04166667,55.72916667,0.54625,CLR,0.8125
354,India,IND,2020-12-25,0.0,0.0,Covid-19,12.3015873,54.14285714,Fog,1.457142857,2.345038286,290,CALM,29.18057143,46.17142857,54.14285714,0.662,CLR,0.171428571
355,India,IND,2020-12-26,0.0,0.0,Covid-19,12.83564815,55.10416667,Fog,2.333333333,3.755126667,276.5,CALM,29.16875,44.3125,55.10416667,0.767291667,CLR,0.8125
356,India,IND,2020-12-27,156627.0,2145.0,Covid-19,14.44444444,58,Fog,4.958333333,7.979644167,168.6206897,CALM,29.10145833,47.9375,58,0.750416667,FEW,0.6875
357,India,IND,2020-12-28,0.0,0.0,Covid-19,13.20601852,55.77083333,Haze,4.854166667,7.812004583,307.5609756,NW,29.18083333,41.29166667,55.77083333,0.974375,CLR,0.833333333
358,India,IND,2020-12-29,0.0,0.0,Covid-19,10.47453704,50.85416667,Fog,5.291666667,8.516090833,275.952381,W,29.21041667,42.04166667,50.85416667,0.935,CLR,0.833333333
359,India,IND,2020-12-30,0.0,0.0,Covid-19,9.858156028,49.74468085,Fog,5.531914894,8.902731915,284.2857143,W,29.24893617,44.23404255,49.74468085,0.685106383,FEW,0.70212766
360,India,IND,2020-12-31,0.0,0.0,Covid-19,9.14893617,48.46808511,Fog,2.723404255,4.382883404,262.0833333,CALM,29.23468085,45.46808511,48.46808511,0.39,SCT,0.659574468
361,India,IND,2021-01-01,0.0,0.0,Covid-19,10.59027778,51.0625,Fog,2.458333333,3.956294167,95.41666667,CALM,29.2125,42.89583333,51.0625,0.475416667,CLR,0.833333333
362,India,IND,2021-01-02,0.0,0.0,Covid-19,16.80555556,62.25,Haze,2.4375,3.92276625,257.6190476,CALM,29.24854167,44.72916667,62.29166667,1.05625,CLR,1.104166667
363,India,IND,2021-01-03,136115.0,1813.0,Covid-19,20.86805556,69.5625,Haze,5.958333333,9.588984167,289.25,W,29.125,49.0625,69.33333333,1.288333333,CLR,1.625
364,India,IND,2021-01-04,0.0,0.0,Covid-19,26.65509259,79.97916667,Haze,11.27083333,18.13860292,284.1666667,WNW,28.80083333,26.875,78.0625,1.081666667,CLR,2.25
365,India,IND,2021-01-05,0.0,0.0,Covid-19,33.79844961,92.8372093,Haze,6.325581395,10.18001116,130.75,E,28.92813953,49.09302326,89.86046512,0.986976744,BKN,1.837209302
366,India,IND,2021-01-06,0.0,0.0,Covid-19,27.06018519,80.70833333,Haze,8.083333333,13.00883167,136.9767442,E,28.83020833,67.58333333,82.66666667,0.997083333,BKN,1.645833333
367,India,IND,2021-01-07,0.0,0.0,Covid-19,37.58101852,99.64583333,Haze,8.354166667,13.44469458,250,W,28.60166667,67.02083333,104.625,1.9375,CLR,3.083333333
368,India,IND,2021-01-08,0.0,0.0,Covid-19,28.36805556,83.0625,Fog,3.083333333,4.962131667,213.4375,CALM,28.68,81.10416667,97.20833333,1.479166667,BKN,1.395833333
369,India,IND,2021-01-09,0.0,0.0,Covid-19,25.92592593,78.66666667,Fog,5.458333333,8.784314167,52.61904762,ENE,28.935,78.04166667,82.70833333,1.303125,OVC,1.0
370,India,IND,2021-01-10,126319.0,1564.0,Covid-19,29.56264775,85.21276596,Fog,1.936170213,3.11595617,185.8823529,CALM,28.99,78.87234043,97.74468085,1.486595745,FEW,1.29787234
371,India,IND,2021-01-11,0.0,0.0,Covid-19,22.25694444,72.0625,Haze,3.4375,5.53210625,112,CALM,29.1075,53.75,71.75,1.208333333,CLR,1.333333333
372,India,IND,2021-01-12,0.0,0.0,Covid-19,17.86848073,64.16326531,Fog,1.693877551,2.726024898,247.1428571,CALM,29.21367347,54.67346939,64.16326531,0.961020408,SCT,0.612244898
373,India,IND,2021-01-13,0.0,0.0,Covid-19,12.06349206,53.71428571,Fog,2.571428571,4.138302857,268,CALM,29.13285714,47.38095238,53.71428571,0.785238095,CLR,0.904761905
374,India,IND,2021-01-14,0.0,0.0,Covid-19,11.25,52.25,Fog,1.318181818,2.121402727,145.3846154,CALM,29.15909091,46.59090909,52.25,0.407727273,CLR,0.818181818
375,India,IND,2021-01-15,0.0,0.0,Covid-19,13.27020202,55.88636364,Fog,1.066666667,1.716629333,174.1666667,CALM,29.11866667,50.59090909,55.88636364,0.421111111,SCT,0.8
376,India,IND,2021-01-16,0.0,0.0,Covid-19,10.374677,50.6744186,Fog,2.697674419,4.341475349,264.8,W,29.08418605,48.27906977,50.6744186,0.301162791,OVC,0.860465116
377,India,IND,2021-01-17,107701.0,1275.0,Covid-19,10.24691358,50.44444444,Fog,6.533333333,10.51435467,93.17073171,E,29.146,47.73333333,50.44444444,0.379555556,CLR,1.0
378,India,IND,2021-01-18,0.0,0.0,Covid-19,11.95652174,53.52173913,Fog,5.043478261,8.116671304,100.5555556,E,29.19652174,52.47826087,53.52173913,0.503913043,BKN,0.304347826
379,India,IND,2021-01-19,0.0,0.0,Covid-19,14.16666667,57.5,Fog,8.416666667,13.54527833,262.5,W,29.09,52.83333333,57.5,0.63,CLR,0.416666667
380,India,IND,2021-01-20,0.0,0.0,Covid-19,11.43518519,52.58333333,Fog,8.416666667,13.54527833,265.8333333,W,29.1625,49.16666667,52.58333333,0.664166667,OVC,2.333333333
381,India,IND,2021-01-21,0.0,0.0,Covid-19,14.00793651,57.21428571,Fog,1.857142857,2.988774286,265,CALM,29.08214286,48.42857143,57.21428571,1.0,CLR,0.0
382,India,IND,2021-01-22,0.0,0.0,Covid-19,11.79166667,53.225,Fog,5.275,8.4892685,101.6129032,E,29.1115,48.2,53.225,0.70125,CLR,0.75
383,India,IND,2021-01-23,0.0,0.0,Covid-19,13.12345679,55.62222222,Fog,6.6,10.621644,120.6818182,ESE,29.07133333,49.6,55.62222222,0.605333333,OVC,0.977777778
384,India,IND,2021-01-24,96548.0,1065.0,Covid-19,12.47685185,54.45833333,Fog,4.583333333,7.376141667,286.4705882,WNW,29.165,52.29166667,54.45833333,0.522916667,OVC,0.791666667
385,India,IND,2021-01-25,0.0,0.0,Covid-19,12.21040189,53.9787234,Fog,4.553191489,7.327633191,302.972973,WNW,29.22404255,50.76595745,53.9787234,0.682553191,CLR,0.957446809
386,India,IND,2021-01-26,0.0,0.0,Covid-19,12.78935185,55.02083333,Fog,2.020833333,3.252207917,280.5263158,CALM,29.209375,46.10416667,55.02083333,0.721458333,CLR,1.0625
387,India,IND,2021-01-27,0.0,0.0,Covid-19,12.92824074,55.27083333,Fog,3.3125,5.33093875,280.7692308,CALM,29.20208333,46.33333333,55.27083333,1.035,CLR,1.104166667
388,India,IND,2021-01-28,0.0,0.0,Covid-19,12.34567901,54.22222222,Fog,1.511111111,2.431891556,299.2857143,CALM,29.22555556,44.82222222,54.22222222,0.670888889,CLR,1.2
389,India,IND,2021-01-29,0.0,0.0,Covid-19,12.40740741,54.33333333,Fog,4.1875,6.73911125,275,CALM,29.23520833,46.04166667,54.33333333,0.727083333,CLR,1.125
390,India,IND,2021-01-30,0.0,0.0,Covid-19,12.5,54.5,Fog,3.833333333,6.169136667,271.7241379,CALM,29.18979167,43.97916667,54.5,0.96125,CLR,1.041666667
391,India,IND,2021-01-31,91650.0,935.0,Covid-19,13.28703704,55.91666667,Haze,2.145833333,3.453375417,210.4,CALM,29.204375,43.14583333,55.91666667,1.06,CLR,1.1875
392,India,IND,2021-02-01,0.0,0.0,Covid-19,13.57638889,56.4375,Fog,5.020833333,8.080227917,99.23076923,E,29.16729167,47.91666667,56.4375,0.68625,BKN,0.4375
393,India,IND,2021-02-02,0.0,0.0,Covid-19,17.32638889,63.1875,Fog,2.541666667,4.090405833,176.4,CALM,29.20520833,50.33333333,63.35416667,0.739583333,CLR,1.125
394,India,IND,2021-02-03,0.0,0.0,Covid-19,20.39351852,68.70833333,Haze,9.479166667,15.25520208,278.5416667,W,29.1275,46.85416667,68.375,1.599791667,CLR,1.625
395,India,IND,2021-02-04,0.0,0.0,Covid-19,25.61342593,78.10416667,Haze,6.625,10.6618775,282.2916667,W,28.8975,28.95833333,76.375,1.513541667,CLR,2.270833333
396,India,IND,2021-02-05,0.0,0.0,Covid-19,32.03309693,89.65957447,Haze,5.319148936,8.560319149,223.3333333,SW,28.94,49.4893617,86.93617021,1.255319149,BKN,1.680851064
397,India,IND,2021-02-06,0.0,0.0,Covid-19,30.03472222,86.0625,Haze,6.333333333,10.19248667,170.7692308,CALM,28.84708333,65.66666667,87.52083333,1.455416667,BKN,1.625
398,India,IND,2021-02-07,80180.0,722.0,Covid-19,34.05092593,93.29166667,Haze,8.479166667,13.64586208,251.4583333,W,28.645625,69.625,99.29166667,1.21875,FEW,2.8125
399,India,IND,2021-02-08,0.0,0.0,Covid-19,28.46064815,83.22916667,Fog,3.8125,6.13560875,201.875,CALM,28.69,81.4375,97.4375,0.988125,BKN,1.270833333
400,India,IND,2021-02-09,0.0,0.0,Covid-19,27.69675926,81.85416667,Fog,4.166666667,6.705583333,82.16216216,ENE,28.86645833,79.5,92.64583333,1.325416667,BKN,1.395833333
401,India,IND,2021-02-10,0.0,0.0,Covid-19,30.15046296,86.27083333,Fog,4.125,6.6385275,275.7575758,CALM,28.950625,79.85416667,99.77083333,1.5625,SCT,1.666666667
402,India,IND,2021-02-11,0.0,0.0,Covid-19,22.68518519,72.83333333,Haze,5.333333333,8.583146667,114,E,29.150625,56.66666667,72.8125,1.040208333,CLR,1.3125
403,India,IND,2021-02-12,0.0,0.0,Covid-19,16.57407407,61.83333333,Fog,4.041666667,6.504415833,238.4090909,W,29.21413043,58.58333333,61.83333333,0.683125,BKN,0.458333333
404,India,IND,2021-02-13,0.0,0.0,Covid-19,18.21969697,64.79545455,Fog,1.522727273,2.450585909,272.1428571,CALM,29.14409091,54.20454545,64.90909091,0.587272727,OVC,1.340909091
405,India,IND,2021-02-14,78577.0,646.0,Covid-19,18.68055556,65.625,Fog,2.104166667,3.386319583,203.4782609,CALM,29.13125,54.25,65.70833333,0.7975,CLR,1.291666667
406,India,IND,2021-02-15,0.0,0.0,Covid-19,19.52546296,67.14583333,Fog,1.895833333,3.051040417,168.8235294,CALM,29.078125,54.83333333,67,0.910416667,CLR,1.3125
407,India,IND,2021-02-16,0.0,0.0,Covid-19,20.96064815,69.72916667,Fog,2.729166667,4.392157083,199.6666667,CALM,29.061875,58.5,69.95833333,0.958958333,CLR,1.333333333
408,India,IND,2021-02-17,0.0,0.0,Covid-19,18.22916667,64.8125,Fog,2.375,3.8221825,269.2,CALM,29.116875,53.41666667,64.9375,0.743333333,CLR,1.354166667
409,India,IND,2021-02-18,0.0,0.0,Covid-19,19.3287037,66.79166667,Fog,2.291666667,3.688070833,257,CALM,29.19770833,54.125,66.875,0.8475,CLR,1.395833333
410,India,IND,2021-02-19,0.0,0.0,Covid-19,16.93287037,62.47916667,Fog,2.770833333,4.459212917,277.2727273,CALM,29.26625,52.58333333,62.5,0.658958333,CLR,1.291666667
411,India,IND,2021-02-20,0.0,0.0,Covid-19,17.40740741,63.33333333,Fog,4.041666667,6.504415833,269.0625,CALM,29.25791667,53.64583333,63.41666667,0.673541667,CLR,1.3125
412,India,IND,2021-02-21,86711.0,660.0,Covid-19,18.29861111,64.9375,Fog,4.625,7.4431975,266.3888889,W,29.210625,53.41666667,64.95833333,0.820625,CLR,1.479166667
413,India,IND,2021-02-22,0.0,0.0,Covid-19,18.91203704,66.04166667,Fog,4.0625,6.53794375,269.1666667,CALM,29.155,54.10416667,66,0.983958333,CLR,1.333333333
414,India,IND,2021-02-23,0.0,0.0,Covid-19,20.10416667,68.1875,Haze,2.458333333,3.956294167,249.4736842,CALM,29.086875,52.02083333,67.83333333,1.206041667,CLR,1.5
415,India,IND,2021-02-24,0.0,0.0,Covid-19,21.5162037,70.72916667,Haze,3.0,4.82802,262.8571429,CALM,29.03416667,51.0625,70.16666667,1.364791667,CLR,1.5625
416,India,IND,2021-02-25,0.0,0.0,Covid-19,22.56944444,72.625,Haze,3.958333333,6.370304167,264.7826087,CALM,29.00541667,55.79166667,72.10416667,1.311041667,CLR,1.604166667
417,India,IND,2021-02-26,0.0,0.0,Covid-19,23.24879227,73.84782609,Haze,4.957446809,7.978217447,242.6470588,W,28.93617021,55.93478261,73.32608696,1.712765957,CLR,1.638297872
418,India,IND,2021-02-27,0.0,0.0,Covid-19,24.3287037,75.79166667,Haze,5.083333333,8.180811667,237.8125,CALM,28.923125,55.1875,75.29166667,1.5,CLR,1.625
419,India,IND,2021-02-28,105080.0,749.0,Covid-19,23.75,74.75,Haze,3.75,6.035025,299.3103448,CALM,29.0125,50.33333333,74.25,1.520833333,CLR,1.583333333
420,India,IND,2021-03-01,0.0,0.0,Covid-19,14.25925926,57.66666667,Fog,6.145833333,9.890735417,94.28571429,E,29.118125,53.47916667,57.66666667,0.662708333,BKN,0.375
421,India,IND,2021-03-02,0.0,0.0,Covid-19,18.04398148,64.47916667,Fog,7.145833333,11.50007542,115.625,ESE,29.155625,54.47916667,64.5625,0.847291667,SCT,0.875
422,India,IND,2021-03-03,0.0,0.0,Covid-19,20.6712963,69.20833333,Haze,6.0625,9.75662375,267.9487179,W,29.068125,46.77083333,68.58333333,1.38125,CLR,1.645833333
423,India,IND,2021-03-04,0.0,0.0,Covid-19,26.875,80.375,Haze,3.354166667,5.397994583,256.2068966,CALM,28.973125,25.5,78.5625,1.604166667,CLR,2.270833333
