,Entity,Code,Date,Cases,Deaths,Disease,Average Temperature (C),Average Temperature (F),Most Repeated Weather Phrase,Average Wind Speed (mph),Average Wind Speed (kph),Average Wind Degree,Most Repeated Wind Direction,Average Pressure,Average Dew Point,Average Heat Index,Average Visibility,Most Repeated Cloud Cover,Average UV Index
0,India,IND,2020-01-05,0.0,0.0,Covid-19,31.5162037,88.72916667,Haze,5.5,8.85137,166.3888889,CALM,28.885,65.79166667,91.14583333,1.541666667,CLR,2.6875
1,India,IND,2020-01-06,0.0,0.0,Covid-19,28.55791962,83.40425532,Haze,1.723404255,2.773543404,141.1111111,CALM,28.92595745,67.65957447,85.59574468,1.914893617,SCT,2.765957447
2,India,IND,2020-01-07,0.0,0.0,Covid-19,34.08564815,93.35416667,Haze,6.5625,10.56129375,114.1666667,ESE,28.706875,76.5,106.5833333,1.145833333,BKN,1.708333333
3,India,IND,2020-01-08,0.0,0.0,Covid-19,28.88888889,84,Fog,3.5,5.63269,152.5,ESE,28.7775,80.5,97.5,1.0,BKN,0.0
4,India,IND,2020-01-09,0.0,0.0,Covid-19,29.60648148,85.29166667,Haze,5.1875,8.34845125,163.125,S,28.85041667,74.70833333,92.79166667,2.0625,SCT,1.729166667
5,India,IND,2020-01-10,0.0,0.0,Covid-19,29.31712963,84.77083333,Haze,4.270833333,6.873222917,291.4814815,CALM,28.853125,64.66666667,85.75,1.0,CLR,2.083333333
6,India,IND,2020-01-11,0.0,0.0,Covid-19,21.58564815,70.85416667,Smoke,3.0625,4.92860375,275.5,CALM,29.121875,48.14583333,70.35416667,0.997083333,CLR,1.3125
7,India,IND,2020-01-12,0.0,0.0,Covid-19,17.08333333,62.75,Fog,1.375,2.2128425,278.5714286,CALM,29.21041667,49.625,62.875,0.893333333,CLR,0.916666667
8,India,IND,2020-01-13,0.0,0.0,Covid-19,15.24822695,59.44680851,Fog,6.744680851,10.85448468,167.804878,SE,29.03108696,52.10638298,59.44680851,0.833617021,BKN,0.510638298
9,India,IND,2020-01-14,0.0,0.0,Covid-19,13.20330969,55.76595745,Fog,6.085106383,9.793005106,306.8888889,NW,29.1412766,52.61702128,55.76595745,0.866808511,SCT,0.70212766
10,India,IND,2020-01-15,0.0,0.0,Covid-19,13.21759259,55.79166667,Fog,4.541666667,7.309085833,301.5384615,WNW,29.1725,51.3125,55.79166667,0.858958333,SCT,0.770833333
11,India,IND,2020-01-16,0.0,0.0,Covid-19,11.84027778,53.3125,Fog,4.895833333,7.879060417,276.5909091,NNW,29.136875,50.45833333,53.3125,0.581041667,BKN,0.458333333
12,India,IND,2020-01-17,0.0,0.0,Covid-19,12.90509259,55.22916667,Fog,5.270833333,8.482562917,275.952381,W,29.171875,52.5625,55.22916667,0.58125,BKN,0.541666667
13,India,IND,2020-01-18,0.0,0.0,Covid-19,12.59259259,54.66666667,Fog,2.458333333,3.956294167,290.9090909,CALM,29.225,50.875,54.66666667,0.516875,OVC,0.8125
14,India,IND,2020-01-19,0.0,0.0,Covid-19,10.15046296,50.27083333,Fog,7.104166667,11.43301958,273.5,W,29.24770833,48.25,50.27083333,0.519583333,CLR,0.895833333
15,India,IND,2020-01-20,0.0,0.0,Covid-19,10.86805556,51.5625,Fog,5.0625,8.14728375,269.7368421,W,29.221875,50.45833333,51.5625,0.4325,SCT,0.6875
16,India,IND,2020-01-21,0.0,0.0,Covid-19,13.61702128,56.5106383,Fog,3.020833333,4.861547917,110.3333333,CALM,29.22979167,52.57446809,56.5106383,0.506041667,SCT,0.583333333
17,India,IND,2020-01-22,0.0,0.0,Covid-19,11.40046296,52.52083333,Fog,5.0,8.0467,262.5641026,W,29.2875,50.875,52.52083333,0.43125,FEW,0.875
18,India,IND,2020-01-23,0.0,0.0,Covid-19,12.75462963,54.95833333,Haze,8.479166667,13.64586208,276.0416667,W,29.24166667,44.14583333,54.95833333,1.119583333,CLR,1.0625
19,India,IND,2020-01-24,0.0,0.0,Covid-19,12.77777778,55,Haze,7.333333333,11.80182667,266.2790698,W,29.171875,42.1875,55,1.230833333,CLR,0.708333333
20,India,IND,2020-01-25,0.0,0.0,Covid-19,13.64583333,56.5625,Haze,2.8125,4.52626875,286.6666667,CALM,29.17395833,44.39583333,56.5625,1.037708333,CLR,1.020833333
21,India,IND,2020-01-26,0.0,0.0,Covid-19,14.38657407,57.89583333,Fog,3.416666667,5.498578333,277.5,CALM,29.125625,47.3125,57.89583333,0.776875,CLR,1.0625
22,India,IND,2020-01-27,0.0,0.0,Covid-19,15.9375,60.6875,Smoke,4.4375,7.14144625,66.4516129,CALM,29.04479167,49.89583333,60.6875,0.845833333,BKN,0.645833333
23,India,IND,2020-01-28,0.0,0.0,Covid-19,15.75231481,60.35416667,Fog,7.770833333,12.50591292,114.6666667,E,29.0075,56.35416667,60.35416667,0.860208333,BKN,0.583333333
24,India,IND,2020-01-29,0.0,0.0,Covid-19,14.94212963,58.89583333,Fog,4.479166667,7.208502083,220.5714286,CALM,29.17791667,52.29166667,58.89583333,0.90375,SCT,0.916666667
25,India,IND,2020-01-30,0.0,0.0,Covid-19,14.05092593,57.29166667,Fog,6.854166667,11.03068458,287.5,WNW,29.209375,51.25,57.29166667,0.82125,CLR,1.145833333
26,India,IND,2020-01-31,0.0,0.0,Covid-19,12.37588652,54.27659574,Fog,5.127659574,8.25214766,237.0731707,W,29.14446809,47.21276596,54.27659574,0.993191489,CLR,1.106382979
27,India,IND,2020-02-01,0.0,0.0,Covid-19,13.97163121,57.14893617,Fog,1.70212766,2.739302128,65,CALM,29.29170213,47.53191489,57.14893617,0.630425532,FEW,0.744680851
28,India,IND,2020-02-02,2.0,0.0,Covid-19,12.01388889,53.625,Fog,5.4375,8.75078625,269.5,W,29.26604167,46.54166667,53.625,0.733333333,FEW,0.979166667
29,India,IND,2020-02-03,0.0,0.0,Covid-19,21.34259259,70.41666667,Haze,2.3125,3.72159875,275,CALM,29.0725,60.0625,70.58333333,0.886875,SCT,1.541666667
30,India,IND,2020-02-04,0.0,0.0,Covid-19,24.39814815,75.91666667,Haze,8.416666667,13.54527833,297.5,WNW,29.01916667,54.75,75.5,1.59875,FEW,2.1875
31,India,IND,2020-02-05,0.0,0.0,Covid-19,27.64444444,81.76,Haze,11.04,17.7671136,105.2,ESE,28.8848,66.88,83.96,1.08,FEW,2.16
32,India,IND,2020-02-06,0.0,0.0,Covid-19,30.83333333,87.5,Haze,4.565217391,7.346986957,219.6666667,CALM,28.87369565,66.23913043,89.97826087,1.847826087,SCT,1.97826087
33,India,IND,2020-02-07,0.0,0.0,Covid-19,35.59027778,96.0625,Haze,5.25,8.449035,165.4545455,ESE,28.635625,76.625,110.5,1.0,SCT,2.291666667
34,India,IND,2020-02-08,0.0,0.0,Covid-19,28.51851852,83.33333333,Fog,2.333333333,3.755126667,280,CALM,28.75,78.33333333,92.33333333,1.333333333,FEW,2.0
35,India,IND,2020-02-09,5.0,0.0,Covid-19,29.84953704,85.72916667,Haze,3.6875,5.93444125,185.9459459,W,28.913125,75.70833333,94.5,1.6875,BKN,1.416666667
36,India,IND,2020-02-10,0.0,0.0,Covid-19,29.16666667,84.5,Haze,4.395833333,7.074390417,293.0769231,W,28.878125,65.27083333,85.79166667,1.770833333,CLR,2.083333333
37,India,IND,2020-02-11,0.0,0.0,Covid-19,19.96527778,67.9375,Smoke,2.166666667,3.486903333,289.4736842,CALM,29.139375,47.0625,67.60416667,1.0,CLR,1.3125
38,India,IND,2020-02-12,0.0,0.0,Covid-19,17.99054374,64.38297872,Haze,2.510638298,4.040470638,277.8947368,CALM,29.15340426,48.25531915,64.42553191,0.926170213,CLR,0.914893617
39,India,IND,2020-02-13,0.0,0.0,Covid-19,18.26388889,64.875,Haze,9.6875,15.59048125,265.4166667,W,29.16125,52.10416667,64.85416667,0.931458333,CLR,1.291666667
40,India,IND,2020-02-14,0.0,0.0,Covid-19,18.18287037,64.72916667,Haze,9.770833333,15.72459292,277.0833333,W,29.074375,48.91666667,64.72916667,1.020208333,CLR,1.291666667
41,India,IND,2020-02-15,0.0,0.0,Covid-19,17.19907407,62.95833333,Haze,9.125,14.6852275,268.3333333,W,29.08,44.77083333,63.04166667,0.999791667,CLR,1.3125
42,India,IND,2020-02-16,0.0,0.0,Covid-19,17.91666667,64.25,Haze,4.333333333,6.973806667,286.25,CALM,29.169375,46.72916667,64.375,1.107291667,CLR,1.333333333
43,India,IND,2020-02-17,0.0,0.0,Covid-19,17.48842593,63.47916667,Haze,4.875,7.8455325,274.4444444,CALM,29.205625,47.83333333,63.5625,0.954583333,CLR,1.354166667
44,India,IND,2020-02-18,0.0,0.0,Covid-19,17.91962175,64.25531915,Haze,5.914893617,9.519074894,270.3030303,W,29.12595745,43.87234043,64.31914894,0.931914894,CLR,1.425531915
45,India,IND,2020-02-19,0.0,0.0,Covid-19,19.38534279,66.89361702,Haze,7.361702128,11.8474817,110.8333333,E,29.07680851,47.44680851,66.95744681,0.997446809,BKN,0.978723404
46,India,IND,2020-02-20,0.0,0.0,Covid-19,20.84490741,69.52083333,Haze,10.9375,17.60215625,110.4166667,ESE,29.06083333,51.75,69.625,1.0,SCT,1.020833333
47,India,IND,2020-02-21,0.0,0.0,Covid-19,17.03703704,62.66666667,Fog,9.833333333,15.82517667,90.21276596,NE,29.175625,56.60416667,62.66666667,1.427291667,BKN,0.770833333
48,India,IND,2020-02-22,0.0,0.0,Covid-19,17.77777778,64,Fog,4.875,7.8455325,87.75,NE,29.280625,55.47916667,64,0.991041667,BKN,1.0
49,India,IND,2020-02-23,0.0,0.0,Covid-19,20.28935185,68.52083333,Fog,4.145833333,6.672055417,256,CALM,29.226875,58.20833333,68.8125,0.902291667,SCT,1.104166667
50,India,IND,2020-02-24,0.0,0.0,Covid-19,19.80324074,67.64583333,Haze,4.520833333,7.275557917,273.6842105,WNW,29.129375,56.27083333,67.66666667,0.976458333,CLR,1.5625
51,India,IND,2020-02-25,0.0,0.0,Covid-19,19.40972222,66.9375,Fog,4.875,7.8455325,280.2702703,WNW,29.09125,56.5625,67.04166667,0.70375,CLR,1.604166667
52,India,IND,2020-02-26,0.0,0.0,Covid-19,20.3587963,68.64583333,Fog,4.020833333,6.470887917,226.25,CALM,29.10875,56,68.75,0.731458333,CLR,1.5
53,India,IND,2020-02-27,0.0,0.0,Covid-19,20.87962963,69.58333333,Fog,5.583333333,8.985481667,114.375,E,29.1225,60.3125,69.83333333,0.885625,SCT,1.145833333
54,India,IND,2020-02-28,0.0,0.0,Covid-19,21.19212963,70.14583333,Haze,9.604166667,15.45636958,114.1666667,ESE,29.078125,61.3125,70.47916667,1.0,SCT,1.125
55,India,IND,2020-02-29,0.0,0.0,Covid-19,20.3587963,68.64583333,Fog,10.39583333,16.73043042,118.3333333,E,29.05416667,60.52083333,68.85416667,1.018958333,BKN,0.895833333
56,India,IND,2020-03-01,0.0,0.0,Covid-19,15.76086957,60.36956522,Fog,2.130434783,3.428593913,102.2222222,CALM,29.22826087,50.73913043,60.36956522,0.736521739,FEW,0.804347826
57,India,IND,2020-03-02,0.0,0.0,Covid-19,13.73842593,56.72916667,Haze,3.3125,5.33093875,257.6666667,CALM,29.23145833,44.375,56.72916667,1.027708333,CLR,1.125
58,India,IND,2020-03-03,0.0,0.0,Covid-19,21.95601852,71.52083333,Haze,3.75,6.035025,207.8125,CALM,29.02958333,56.5,71.66666667,0.94875,SCT,1.3125
59,India,IND,2020-03-04,0.0,0.0,Covid-19,23.65740741,74.58333333,Haze,6.25,10.058375,287.7272727,WNW,29.05208333,47.4375,73.89583333,1.715833333,SCT,1.666666667
60,India,IND,2020-03-05,0.0,0.0,Covid-19,28.30917874,82.95652174,Haze,8.47826087,13.64440435,134.7826087,E,28.90347826,66.34782609,85.13043478,1.260869565,OVC,1.347826087
61,India,IND,2020-03-06,0.0,0.0,Covid-19,31.65374677,88.97674419,Haze,3.511627907,5.651403256,204.6428571,CALM,28.81488372,66.09302326,91.41860465,1.837209302,SCT,1.906976744
62,India,IND,2020-03-07,0.0,0.0,Covid-19,34.53703704,94.16666667,Haze,6.791666667,10.93010083,158.1818182,SE,28.62125,76.8125,108.6458333,1.382291667,SCT,2.020833333
63,India,IND,2020-03-08,32.0,0.0,Covid-19,30.0,86,Fog,8.0,12.87472,240,WSW,28.65,79,99,2.0,BKN,2.0
64,India,IND,2020-03-09,0.0,0.0,Covid-19,30.45138889,86.8125,Haze,6.291666667,10.12543083,100.5,E,28.925625,77.33333333,98.25,1.291666667,BKN,1.395833333
65,India,IND,2020-03-10,0.0,0.0,Covid-19,28.81944444,83.875,Haze,3.625,5.8338575,291.1764706,CALM,28.908125,61.83333333,83.91666667,1.519166667,CLR,2.0625
66,India,IND,2020-03-11,0.0,0.0,Covid-19,20.21990741,68.39583333,Haze,2.0625,3.31926375,258.2352941,CALM,29.1225,50.91666667,68.0625,0.972083333,CLR,1.3125
67,India,IND,2020-03-12,0.0,0.0,Covid-19,17.34953704,63.22916667,Smoke,1.6875,2.71576125,261.6666667,CALM,29.121875,49.5,63.3125,0.898125,CLR,0.895833333
68,India,IND,2020-03-13,0.0,0.0,Covid-19,21.03009259,69.85416667,Haze,4.333333333,6.973806667,223.6111111,CALM,29.09,48.75,69.75,1.0,CLR,1.770833333
69,India,IND,2020-03-14,0.0,0.0,Covid-19,18.70772947,65.67391304,Fog,6.413043478,10.32076739,174,E,29.12695652,59.89130435,65.67391304,1.0,SCT,1.239130435
70,India,IND,2020-03-15,68.0,2.0,Covid-19,18.46064815,65.22916667,Haze,4.166666667,6.705583333,222.2580645,CALM,29.18041667,54.0625,65.22916667,0.847083333,SCT,1.354166667
71,India,IND,2020-03-16,0.0,0.0,Covid-19,19.98842593,67.97916667,Haze,4.708333333,7.577309167,290,WNW,29.17875,54.52083333,68.08333333,1.2175,FEW,1.125
72,India,IND,2020-03-17,0.0,0.0,Covid-19,21.28472222,70.3125,Haze,6.270833333,10.09190292,283.5555556,WNW,29.17375,55.375,70.1875,1.231041667,CLR,2.0625
73,India,IND,2020-03-18,0.0,0.0,Covid-19,22.30324074,72.14583333,Haze,5.145833333,8.281395417,270.3030303,W,29.1275,57.20833333,72.0625,1.039166667,CLR,2.0625
74,India,IND,2020-03-19,0.0,0.0,Covid-19,23.56481481,74.41666667,Haze,3.791666667,6.102080833,219.3939394,CALM,29.031875,59.91666667,74.625,0.994791667,FEW,1.916666667
75,India,IND,2020-03-20,0.0,0.0,Covid-19,24.16666667,75.5,Haze,4.395833333,7.074390417,113.8888889,E,29.00229167,59.16666667,75.72916667,0.98375,SCT,1.666666667
76,India,IND,2020-03-21,0.0,0.0,Covid-19,24.94212963,76.89583333,Haze,3.8125,6.13560875,273.7931034,CALM,29.01270833,58.29166667,76.91666667,1.0,SCT,1.458333333
77,India,IND,2020-03-22,253.0,5.0,Covid-19,24.52718676,76.14893617,Haze,3.893617021,6.266153617,299.2307692,CALM,29.06340426,57.95744681,76.06382979,1.182978723,FEW,2.021276596
78,India,IND,2020-03-23,0.0,0.0,Covid-19,24.96453901,76.93617021,Haze,2.936170213,4.72529617,199.0909091,CALM,29.05276596,55.25531915,76.25531915,0.967234043,SCT,1.893617021
79,India,IND,2020-03-24,0.0,0.0,Covid-19,23.94927536,75.10869565,Haze,4.47826087,7.207044348,141.1764706,CALM,29.01521739,58.84782609,75.15217391,1.128913043,SCT,1.52173913
80,India,IND,2020-03-25,0.0,0.0,Covid-19,24.12037037,75.41666667,Haze,3.9375,6.33677625,269.0322581,CALM,29.03041667,59.39583333,75.20833333,1.275625,SCT,1.833333333
81,India,IND,2020-03-26,0.0,0.0,Covid-19,23.51851852,74.33333333,Haze,6.291666667,10.12543083,272.7272727,W,29.065,61.22916667,74.72916667,0.969375,SCT,1.479166667
82,India,IND,2020-03-27,0.0,0.0,Covid-19,20.63657407,69.14583333,Fog,6.958333333,11.19832417,203.9534884,W,29.109375,60.04166667,69.3125,1.166458333,BKN,1.270833333
83,India,IND,2020-03-28,0.0,0.0,Covid-19,22.02546296,71.64583333,Haze,5.520833333,8.884897917,310.625,NW,29.1275,59.54166667,71.83333333,1.155625,CLR,2.083333333
84,India,IND,2020-03-29,619.0,18.0,Covid-19,23.34490741,74.02083333,Haze,8.1875,13.17647125,299.375,NW,29.0675,56.47916667,73.75,1.476041667,CLR,2.291666667
85,India,IND,2020-03-30,0.0,0.0,Covid-19,23.52245863,74.34042553,Haze,7.0,11.26538,288.0851064,W,29.06404255,54.14893617,74.14893617,1.527234043,CLR,2.021276596
86,India,IND,2020-03-31,0.0,0.0,Covid-19,24.03703704,75.26666667,Haze,6.2,9.977908,276.2222222,W,29.02911111,52.77777778,74.53333333,1.666666667,FEW,1.866666667
87,India,IND,2020-04-01,0.0,0.0,Covid-19,14.47990544,58.06382979,Fog,3.446808511,5.547086809,256.9230769,CALM,29.20425532,49.44680851,58.06382979,0.674255319,FEW,0.723404255
88,India,IND,2020-04-02,0.0,0.0,Covid-19,14.91725768,58.85106383,Haze,2.255319149,3.629575319,142.6315789,CALM,29.18340426,45.12765957,58.85106383,0.944042553,CLR,1.0
89,India,IND,2020-04-03,0.0,0.0,Covid-19,21.15740741,70.08333333,Haze,5.229166667,8.415507083,133.7931034,CALM,29.00229167,55.66666667,70.14583333,1.0825,CLR,1.625
90,India,IND,2020-04-04,0.0,0.0,Covid-19,24.6412037,76.35416667,Haze,4.4375,7.14144625,289.3103448,CALM,29.050625,49.625,75.45833333,1.562083333,CLR,2.270833333
91,India,IND,2020-04-05,2395.0,52.0,Covid-19,27.93981481,82.29166667,Haze,4.375,7.0408625,175,NNW,28.95291667,64.83333333,83.1875,1.825208333,SCT,1.9375
92,India,IND,2020-04-06,0.0,0.0,Covid-19,29.24768519,84.64583333,Haze,4.0625,6.53794375,134.4444444,CALM,28.79520833,67.5,87.4375,1.36625,BKN,1.520833333
93,India,IND,2020-04-07,0.0,0.0,Covid-19,32.92824074,91.27083333,Haze,8.958333333,14.41700417,115,ESE,28.63604167,77.72916667,105.4583333,1.666666667,SCT,2.083333333
94,India,IND,2020-04-09,0.0,0.0,Covid-19,29.84953704,85.72916667,Fog,5.375,8.6502025,130.9302326,E,28.895625,78.33333333,97.83333333,1.020833333,BKN,1.479166667
95,India,IND,2020-04-10,0.0,0.0,Covid-19,27.62731481,81.72916667,Haze,3.395833333,5.465050417,278,CALM,28.93875,60.4375,81.45833333,1.246875,CLR,2.0625
96,India,IND,2020-04-11,0.0,0.0,Covid-19,19.7337963,67.52083333,Smoke,2.041666667,3.285735833,259.0909091,CALM,29.0825,50.29166667,67.5,0.791458333,CLR,1.291666667
97,India,IND,2020-04-12,4982.0,196.0,Covid-19,17.43055556,63.375,Smoke,2.770833333,4.459212917,132.8571429,CALM,29.076875,49.66666667,63.41666667,0.852916667,CLR,0.875
98,India,IND,2020-04-13,0.0,0.0,Covid-19,30.20833333,86.375,Haze,4.3125,6.94027875,273.4615385,CALM,28.949375,53.89583333,85.08333333,1.708333333,FEW,2.125
99,India,IND,2020-04-14,0.0,0.0,Covid-19,31.71296296,89.08333333,Haze,2.458333333,3.956294167,147.5,CALM,28.9575,57.04166667,88.125,1.75,BKN,1.3125
100,India,IND,2020-04-15,0.0,0.0,Covid-19,32.6713948,90.80851064,Haze,4.127659574,6.64280766,210,CALM,28.94553191,47,87.9787234,1.425531915,BKN,1.212765957
101,India,IND,2020-04-16,0.0,0.0,Covid-19,30.98108747,87.76595745,Haze,5.191489362,8.354871489,278.8095238,WNW,28.9112766,52.06382979,86.46808511,1.617021277,SCT,1.680851064
102,India,IND,2020-04-17,0.0,0.0,Covid-19,31.28472222,88.3125,Haze,6.958333333,11.19832417,200.4166667,E,28.895,55.52083333,86.89583333,1.8125,BKN,1.375
103,India,IND,2020-04-18,0.0,0.0,Covid-19,29.34027778,84.8125,Haze,7.458333333,12.00299417,120.2083333,E,28.94583333,55.45833333,84.04166667,1.479166667,BKN,1.645833333
104,India,IND,2020-04-19,7356.0,234.0,Covid-19,28.04398148,82.47916667,Haze,5.145833333,8.281395417,236.5714286,WNW,28.9425,57.22916667,81.54166667,1.604166667,SCT,1.75
105,India,IND,2020-04-20,0.0,0.0,Covid-19,27.2337963,81.02083333,Haze,3.916666667,6.303248333,190.3846154,CALM,28.965,54.58333333,80.47916667,1.645833333,BKN,1.395833333
106,India,IND,2020-04-21,0.0,0.0,Covid-19,27.75462963,81.95833333,Haze,4.916666667,7.912588333,251.7647059,CALM,28.97270833,53.83333333,80.54166667,1.666666667,SCT,1.833333333
107,India,IND,2020-04-22,0.0,0.0,Covid-19,29.28743961,84.7173913,Haze,3.260869565,5.247847826,277.0833333,CALM,28.93217391,52.39130435,83.2826087,1.804347826,FEW,1.956521739
108,India,IND,2020-04-23,0.0,0.0,Covid-19,29.57175926,85.22916667,Haze,4.0625,6.53794375,228.5714286,CALM,28.90625,52.95833333,83.6875,1.625,BKN,1.4375
109,India,IND,2020-04-24,0.0,0.0,Covid-19,29.78535354,85.61363636,Haze,2.977272727,4.791444091,205.5555556,CALM,28.86477273,55.52272727,84.59090909,1.795454545,SCT,2.659090909
110,India,IND,2020-04-25,0.0,0.0,Covid-19,30.53191489,86.95744681,Haze,4.404255319,7.087944255,167.1428571,CALM,28.86595745,54.44680851,85.76595745,1.957446809,SCT,1.489361702
111,India,IND,2020-04-26,10784.0,317.0,Covid-19,25.40509259,77.72916667,Haze,7.5,12.07005,119.7916667,E,28.94729167,60.66666667,78.3125,1.165208333,SCT,1.479166667
112,India,IND,2020-04-27,0.0,0.0,Covid-19,26.15740741,79.08333333,Haze,9.833333333,15.82517667,102.9166667,E,29.024375,61.66666667,79.14583333,1.854166667,FEW,2.458333333
113,India,IND,2020-04-28,0.0,0.0,Covid-19,28.57638889,83.4375,Haze,5.583333333,8.985481667,100.7317073,E,29.02770833,64.25,84.47916667,1.958333333,SCT,2.270833333
114,India,IND,2020-04-29,0.0,0.0,Covid-19,30.69444444,87.25,Haze,3.833333333,6.169136667,179.4285714,CALM,28.95333333,64.1875,88.58333333,1.874375,SCT,2.291666667
115,India,IND,2020-04-30,0.0,0.0,Covid-19,31.48550725,88.67391304,Haze,4.586956522,7.381972609,153.6363636,E,28.93347826,65.02173913,90.41304348,1.5,SCT,2.043478261
116,India,IND,2020-05-01,0.0,0.0,Covid-19,14.24768519,57.64583333,Fog,4.0,6.43736,285.1724138,CALM,29.21375,47.16666667,57.64583333,0.789583333,FEW,0.6875
117,India,IND,2020-05-02,0.0,0.0,Covid-19,14.38534279,57.89361702,Fog,4.808510638,7.738528511,293.125,CALM,29.19297872,48.31914894,57.89361702,0.909574468,CLR,1.063829787
118,India,IND,2020-05-03,13484.0,477.0,Covid-19,19.44444444,67,Haze,9.130434783,14.69397391,119.5652174,ESE,29.00608696,56.95652174,67.08695652,1.173913043,BKN,0.913043478
119,India,IND,2020-05-04,0.0,0.0,Covid-19,26.04018913,78.87234043,Haze,3.85106383,6.197671064,195.1515152,CALM,29.06978723,54.27659574,78.12765957,1.489361702,FEW,1.723404255
120,India,IND,2020-05-05,0.0,0.0,Covid-19,30.73696145,87.32653061,Haze,4.142857143,6.667265714,259,CALM,28.91918367,63.57142857,88.3877551,1.795918367,SCT,1.857142857
121,India,IND,2020-05-06,0.0,0.0,Covid-19,29.0162037,84.22916667,Haze,4.979166667,8.013172083,140,SE,28.79833333,66.10416667,86.29166667,1.25,BKN,1.791666667
122,India,IND,2020-05-07,0.0,0.0,Covid-19,29.5410628,85.17391304,Haze,6.347826087,10.21581043,121.0869565,NE,28.6623913,74.7826087,93.23913043,1.809565217,BKN,1.695652174
123,India,IND,2020-05-08,0.0,0.0,Covid-19,31.11111111,88,Fog,3.666666667,5.900913333,55,CALM,28.59333333,81.66666667,107,1.0,BKN,0.666666667
124,India,IND,2020-05-09,0.0,0.0,Covid-19,29.29398148,84.72916667,Fog,3.729166667,6.001497083,217.6666667,CALM,28.841875,77,93.625,1.104166667,BKN,1.770833333
125,India,IND,2020-05-10,22959.0,808.0,Covid-19,27.78935185,82.02083333,Haze,4.083333333,6.571471667,292.3076923,CALM,28.926875,58.6875,81.39583333,1.604166667,CLR,2.020833333
126,India,IND,2020-05-11,0.0,0.0,Covid-19,20.21276596,68.38297872,Smoke,1.808510638,2.910508511,269.4117647,CALM,29.11957447,49.87234043,68.08510638,0.691914894,CLR,1.255319149
127,India,IND,2020-05-12,0.0,0.0,Covid-19,18.88888889,66,Smoke,5.916666667,9.521928333,103.125,E,29.08,54.20833333,66.04166667,0.77625,CLR,0.875
128,India,IND,2020-05-13,0.0,0.0,Covid-19,30.63657407,87.14583333,Haze,4.25,6.839695,164.1025641,CALM,28.905625,65.5625,89.125,1.333333333,BKN,1.479166667
129,India,IND,2020-05-14,0.0,0.0,Covid-19,30.80498866,87.44897959,Haze,4.510204082,7.258451837,162.9032258,CALM,28.87673469,65.12244898,89.28571429,1.551020408,SCT,2.510204082
130,India,IND,2020-05-15,0.0,0.0,Covid-19,32.17592593,89.91666667,Haze,7.9375,12.77413625,288.0434783,WNW,28.87125,59.72916667,89.75,1.770833333,CLR,2.791666667
131,India,IND,2020-05-16,0.0,0.0,Covid-19,32.70833333,90.875,Haze,6.333333333,10.19248667,294.6511628,WNW,28.83916667,55.4375,89.72916667,1.854166667,CLR,2.791666667
132,India,IND,2020-05-17,27988.0,763.0,Covid-19,32.44680851,90.40425532,Haze,3.425531915,5.512845532,255.3846154,CALM,28.80276596,53.38297872,88.80851064,1.381276596,SCT,2.085106383
133,India,IND,2020-05-18,0.0,0.0,Covid-19,33.13657407,91.64583333,Haze,4.75,7.644365,285.3571429,CALM,28.77354167,51.39583333,90.04166667,1.6875,FEW,2.479166667
134,India,IND,2020-05-19,0.0,0.0,Covid-19,33.91203704,93.04166667,Haze,3.833333333,6.169136667,226.6666667,CALM,28.755,48.39583333,90.66666667,1.666666667,CLR,2.541666667
135,India,IND,2020-05-20,0.0,0.0,Covid-19,33.31018519,91.95833333,Haze,5.895833333,9.488400417,299.4285714,WNW,28.74625,43.97916667,88.66666667,1.645833333,CLR,2.645833333
136,India,IND,2020-05-21,0.0,0.0,Covid-19,35.22458629,95.40425532,Haze,6.595744681,10.61479574,280.2631579,WNW,28.72787234,43.9787234,91.44680851,1.723404255,CLR,2.872340426
137,India,IND,2020-05-22,0.0,0.0,Covid-19,36.17021277,97.10638298,Haze,3.574468085,5.752534468,272.173913,CALM,28.72404255,46.04255319,93.42553191,1.829787234,CLR,2.893617021
138,India,IND,2020-05-23,0.0,0.0,Covid-19,37.61229314,99.70212766,Haze,5.510638298,8.868490638,269.4117647,W,28.7587234,47.89361702,96.08510638,1.638297872,SCT,2.042553191
139,India,IND,2020-05-24,40941.0,995.0,Covid-19,38.51851852,101.3333333,Haze,6.708333333,10.79598917,286.744186,W,28.775625,46.60416667,97.45833333,1.479166667,FEW,2.333333333
140,India,IND,2020-05-25,0.0,0.0,Covid-19,37.24537037,99.04166667,Haze,5.479166667,8.817842083,269.7435897,WNW,28.76291667,50.79166667,96.3125,2.083333333,CLR,2.75
141,India,IND,2020-05-26,0.0,0.0,Covid-19,38.41975309,101.1555556,Haze,5.933333333,9.548750667,245.1851852,CALM,28.71066667,48.8,97.91111111,2.155555556,CLR,2.6
142,India,IND,2020-05-27,0.0,0.0,Covid-19,38.04398148,100.4791667,Haze,7.166666667,11.53360333,190.2380952,E,28.665,51.22916667,97.66666667,2.083333333,SCT,2.125
143,India,IND,2020-05-28,0.0,0.0,Covid-19,33.55791962,92.40425532,Haze,10.17021277,16.36733021,102.1276596,ESE,28.71340426,63.74468085,93.85106383,1.531914894,BKN,1.531914894
144,India,IND,2020-05-29,0.0,0.0,Covid-19,29.30260047,84.74468085,Haze,9.936170213,15.99067617,107.3913043,E,28.80297872,66.65957447,87,1.214042553,OVC,1.659574468
