,Entity,Code,Day,Cases,Deaths,Disease
417,India,IND,2021-02-25,0.0,0.0,Covid-19
418,India,IND,2021-02-26,0.0,0.0,Covid-19
419,India,IND,2021-02-27,0.0,0.0,Covid-19
420,India,IND,2021-02-28,105080.0,749.0,Covid-19
421,India,IND,2021-03-01,0.0,0.0,Covid-19
422,India,IND,2021-03-02,0.0,0.0,Covid-19
423,India,IND,2021-03-03,0.0,0.0,Covid-19
424,India,IND,2021-03-04,0.0,0.0,Covid-19
425,India,IND,2021-03-05,0.0,0.0,Covid-19
426,India,IND,2021-03-06,0.0,0.0,Covid-19
427,India,IND,2021-03-07,114068.0,705.0,Covid-19
428,India,IND,2021-03-08,0.0,0.0,Covid-19
429,India,IND,2021-03-09,0.0,0.0,Covid-19
430,India,IND,2021-03-10,0.0,0.0,Covid-19
431,India,IND,2021-03-11,0.0,0.0,Covid-19
432,India,IND,2021-03-12,0.0,0.0,Covid-19
433,India,IND,2021-03-13,0.0,0.0,Covid-19
434,India,IND,2021-03-14,148249.0,851.0,Covid-19
435,India,IND,2021-03-15,0.0,0.0,Covid-19
436,India,IND,2021-03-16,0.0,0.0,Covid-19
437,India,IND,2021-03-17,0.0,0.0,Covid-19
438,India,IND,2021-03-18,0.0,0.0,Covid-19
439,India,IND,2021-03-19,0.0,0.0,Covid-19
440,India,IND,2021-03-20,0.0,0.0,Covid-19
441,India,IND,2021-03-21,240082.0,1148.0,Covid-19
442,India,IND,2021-03-22,0.0,0.0,Covid-19
443,India,IND,2021-03-23,0.0,0.0,Covid-19
444,India,IND,2021-03-24,0.0,0.0,Covid-19
445,India,IND,2021-03-25,0.0,0.0,Covid-19
446,India,IND,2021-03-26,0.0,0.0,Covid-19
447,India,IND,2021-03-27,0.0,0.0,Covid-19
448,India,IND,2021-03-28,372494.0,1797.0,Covid-19
449,India,IND,2021-03-29,0.0,0.0,Covid-19
450,India,IND,2021-03-30,0.0,0.0,Covid-19
451,India,IND,2021-03-31,0.0,0.0,Covid-19
452,India,IND,2021-04-01,0.0,0.0,Covid-19
453,India,IND,2021-04-02,0.0,0.0,Covid-19
454,India,IND,2021-04-03,0.0,0.0,Covid-19
455,India,IND,2021-04-04,513885.0,3071.0,Covid-19
456,India,IND,2021-04-05,0.0,0.0,Covid-19
457,India,IND,2021-04-06,0.0,0.0,Covid-19
458,India,IND,2021-04-07,0.0,0.0,Covid-19
459,India,IND,2021-04-08,0.0,0.0,Covid-19
460,India,IND,2021-04-09,0.0,0.0,Covid-19
461,India,IND,2021-04-10,0.0,0.0,Covid-19
462,India,IND,2021-04-11,873296.0,4652.0,Covid-19
463,India,IND,2021-04-12,0.0,0.0,Covid-19
464,India,IND,2021-04-13,0.0,0.0,Covid-19
465,India,IND,2021-04-14,0.0,0.0,Covid-19
466,India,IND,2021-04-15,0.0,0.0,Covid-19
467,India,IND,2021-04-16,0.0,0.0,Covid-19
468,India,IND,2021-04-17,0.0,0.0,Covid-19
469,India,IND,2021-04-18,1429304.0,7875.0,Covid-19
470,India,IND,2021-04-19,0.0,0.0,Covid-19
471,India,IND,2021-04-20,0.0,0.0,Covid-19
472,India,IND,2021-04-21,0.0,0.0,Covid-19
473,India,IND,2021-04-22,0.0,0.0,Covid-19
474,India,IND,2021-04-23,0.0,0.0,Covid-19
475,India,IND,2021-04-24,0.0,0.0,Covid-19
476,India,IND,2021-04-25,2172063.0,15161.0,Covid-19
477,India,IND,2021-04-26,0.0,0.0,Covid-19
478,India,IND,2021-04-27,0.0,0.0,Covid-19
479,India,IND,2021-04-28,0.0,0.0,Covid-19
480,India,IND,2021-04-29,0.0,0.0,Covid-19
481,India,IND,2021-04-30,0.0,0.0,Covid-19
482,India,IND,2021-05-01,0.0,0.0,Covid-19
483,India,IND,2021-05-02,2597285.0,23231.0,Covid-19
484,India,IND,2021-05-03,0.0,0.0,Covid-19
485,India,IND,2021-05-04,0.0,0.0,Covid-19
486,India,IND,2021-05-05,0.0,0.0,Covid-19
487,India,IND,2021-05-06,0.0,0.0,Covid-19
488,India,IND,2021-05-07,0.0,0.0,Covid-19
489,India,IND,2021-05-08,0.0,0.0,Covid-19
490,India,IND,2021-05-09,2738957.0,26820.0,Covid-19
